"1062","DEPOSITOS A PLAZO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"107","FONDOS SUJETOS A RESTRICCION",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1071","FONDOS EN GARANTIA",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1072","FONDOS RETENIDOS POR MANDATO DE LA AUTORIDAD",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1073","OTROS FONDOS SUJETOS A RESTRICCION",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11","INVERSIONES FINANCIERAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"111","INVERSIONES MANTENIDAS PARA NEGOCIACION",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1111","VALORES EMITIDOS O GARANTIZADOS POR EL ESTADO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11111","VALORES EMITIDOS O GARANT. POR EL ESTADO COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11112","VALORES EMITIDOS O GARANT. POR EL ESTADO V.RAZONAB",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1112","VALORES EMITIDOS POR EL SISTEMA FINANCIERO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11121","VALORES EMITIDOS POR EL SIST. FINANCIERO COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11122","VALORES EMITIDOS POR EL SIST. FINANCIERO V.RAZONAB",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1113","VALORES EMITIDOS POR EMPRESAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11131","VALORES EMITIDOS POR EMPRESAS COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11132","VALORES EMITIDOS POR EMPRESAS VALOR RAZONABLE",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1114","OTROS TITULOS REPRESENTATIVOS DE DEUDA",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11141","OTROS TITULOS REPRESENTATIVOS DEUDA COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11142","OTROS TITULOS REPRESENTATIVOS DEUDA V.RAZONABLE",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1115","PARTICIPACIONES EN ENTIDADES",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11151","PARTICIPACIONES EN ENTIDADES COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11152","PARTICIPACIONES EN ENTIDADES VALOR RAZONABLE",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"112","OTRAS INVERSIONES FINANCIERAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1121","OTRAS INVERSIONES FINANCIERAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11211","OTRAS INVERSIONES FINANCIERAS - COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11212","OTRAS INVERSIONES FINANCIERAS - V.RAZONAB",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"113","ACTIVOS FINANCIEROS - ACUERDO DE COMPRA",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1131","INVERSIONES MANTENIDAS PARA NEGOCIACION ACUERDO CO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11311","INVERSIONES MANTENIDAS PARA NEGOCIACION COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11312","INVERSIONES MANTENIDAS PARA NEGOCIACION V.RAZONABL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1132","OTRAS INVERSIONES FINANCIERAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11321","OTRAS INVERSIONES FINANCIERAS -  COSTO",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"11322","OTRAS INVERSIONES FINANCIERAS - V.RAZONABLE",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"12","CUENTAS POR COBRAR COMERCIALES - TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"121","FACTURAS, BOLETAS Y OTROS COMP.POR COBRAR TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1211","FACTURAR POR COBRAR NO EMITIDAS TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1212","FACTURAS POR COBRAR EMITIDAS EN CARTERA TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"121201","FACTURAS POR COBRAR EMITIDAS CARTERA TERCEROS M.N.","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"121202","FACTURAS POR COBRAR EMITIDAS CARTERA TERCEROS M.E.","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1213","FACTURAS POR COBRAR EN COBRANZA TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1214","FACTURAS POR COBRAR EN DESCUENTO TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"122","ANTICIPOS DE CLIENTES TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1221","ANTICIPOS DE CLIENTES TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"122101","ANTICIPOS DE CLIENTES TERCEROS M.N.","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"122102","ANTICIPOS DE CLIENTES TERCEROS M.E.","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"123","LETRAS POR COBRAR TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1232","LETRAS POR COBRAR EN CARTERA TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"123201","LETRAS POR COBRAR EN CARTERA TERCEROS M.N.","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"123202","LETRAS POR COBRAR EN CARTERA TERCEROS US","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1233","LETRAS POR COBRAR EN COBRANZA TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"123301","LETRAS POR COBRAR EN COBRANZA TERCEROS MN","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"123302","LETRAS POR COBRAR EN COBRANZA TERCEROS ME","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1234","LETRAS POR COBRAR EN DESCUENTO TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"123401","LETRAS POR COBRAR EN DESCUENTO TERCEROS MN","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"123402","LETRAS POR COBRAR EN DESCUENTO TERCEROS ME","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1103",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"13","CUENTAS POR COBRAR COMERCIALES - RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"131","FACTURAS, BOLETAS Y OTROS COMP. POR COBRAR COM.REL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1311","FACTURAR POR COBRAR NO EMITIDAS RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"13111","FACTURAS POR COBRAR NO EMITIDAS  RELACIONAD",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"131111","FACT. POR COBRAR  NO EMITIDA RELACIONADA  MN","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"131112","FACT. POR COBRAR  NO EMITIDA RELACIONADA  ME","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1312","FACTURAS POR COBRAR EMITIDA EN CARTERA RELACIONAD",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"13121","FACTURAS POR COBRAR EMITIDA EN CARTERA RELACIONAD",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"131211","FACT. POR COBRAR EMITIDAS EN CARTERA RELAC. MN","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"131212","FACT. POR COBRAR EMITIDAS EN CARTERA RELAC. ME","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1313","FACTURAS POR COBRAR EN COBRANZA RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1314","FACTURAS POR COBRAR EN DESCUENTO RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"132","ANTICIPOS RECIBIDOS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1321","ANTICIPOS RECIBIDOS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"13211","ANTICIPOS RECIBIDOS RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"132111","ANTICIPOS RECIBIDOS RELACIONADAS   M.N.","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"132112","ANTICIPOS RECIBIDOS RELACIONADAS   M.E.","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"133","LETRAS POR COBRAR RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1331","LETRAS POR COBRAR EN CARTERA RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"13311","LETRAS POR COBRAR EN CARTERA  RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"133111","LETRAS POR COBRAR EN CARTERA RELACIONADA MN","C","3","S",0.00,"S","MN",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"133112","LETRAS POR COBRAR EN CARTERA RELACIONADA ME","C","3","S",0.00,"S","US",,,"N","M","A","N","N","N","1104",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1332","LETRAS POR COBRAR EN COBRANZA RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1333","LETRAS POR COBRAR EN DESCUENTO RELACIONADAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"14","CTAS POR COBRAR AL PERSONAL,ACCIONISTAS, SOC.YDIR.",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"141","PERSONAL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1411","PRESTAMOS DE PERSONAL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"141101","PRESTAMOS DE PERSONAL EMPLEADOS M.N.","T","2","S",0.00,"N","MN",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"141102","PRESTAMOS DE PERSONAL EMPLEADOS M.E.","T","2","S",0.00,"N","US",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"141111","PRESTAMOS DE PERSONAL OBREROS M.N.","T","2","S",0.00,"N","MN",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"141112","PRESTAMOS DE PERSONAL OBREROS M.E.","T","2","S",0.00,"N","US",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1412","ADELANTO DE REMUNERACIONES DE PERSONAL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1413","ENTREGAS A RENDIR CUENTA DE PERSONAL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"141301","ENTREGAS A RENDIR CUENTA DE PERSONAL M.N.","T","2","S",0.00,"N","MN",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"141302","ENTREGAS A RENDIR CUENTA DE PERSONAL M.E.","T","2","S",0.00,"N","US",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1419","OTRAS CUENTAS POR COBRAR AL PERSONAL",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"142","ACCIONISTAS (O SOCIOS)",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1421","SUSCRIPCIONES POR COBRAR A SOCIOS O ACCIONISTAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1422","PRESTAMOS ACCIONISTAS (O SOCIOS)",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"142201","PRESTAMOS ACCIONISTAS (O SOCIOS) PARTICIPANTES M.N","V","2","S",0.00,"N","MN",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"142202","PRESTAMOS ACCIONISTAS (O SOCIOS) PARTICIPANTES M.E","V","2","S",0.00,"N","US",,,"N","M","A","N","N","N","1105",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"143","DIRECTORES",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1431","DIRECTORES PRESTAMOS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1432","DIRECTORES ADELANTO DIETAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1433","DIRECTORES ENTREGAS A RENDIR CUENTAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"149","DIVERSAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"16","CUENTAS POR COBRAR DIVERSAS - TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"161","PRESTAMOS -TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1611","COBRANZA DIVERSAS PRESTAMOS CON GARANTIA TERCEROS",,,,0.00,,,,,,"M","X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"161101","COBRANZA DIVERSAS PRESTAMOS C/GARANTIA TERCEROS MN","V","3","S",0.00,"N","MN",,,"N","M","A","N","N","N","1106",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"161102","COBRANZA DIVERSAS PRESTAMOS C/GARANTIA TERCEROS ME","V","3","S",0.00,"N","US",,,"N","M","A","N","N","N","1106",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"161111","COBRANZA DIVERSAS PRESTAMOS S/GARANTIA TERCEROS MN","V","3","S",0.00,"N","MN",,,"N","M","A","N","N","N","1106",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"161112","COBRANZA DIVERSAS PRESTAMOS S/GARANTIA TERCEROS ME","V","3","S",0.00,"N","US",,,"N","M","A","N","N","N","1106",,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,"3",,,,
"1612","COBRANZA DIVERSAS PRESTAMOS SIN GARANTIA TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"162","RECLAMACIONES A TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1621","RECLAMACIONES A TERCEROS COMPAÐIAS ASEGURADORAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1622","RECLAMACIONES A TERCEROS TRANSPORTADORAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1623","RECLAMACIONES A TERCEROS SERVICIOS PUBLICOS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1624","RECLAMACIONES A TERCEROS TRIBUTOS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1629","RECLAMACIONES A TERCEROS OTRAS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"163","INTERESES, REGALIAS Y DIVIDENDOS TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1631","INTERESES TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1632","REGALIAS TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1633","DIVIDENDOS TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"164","DEPOSITOS OTORGADOS EN GARANTIA TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
"1641","PRESTAMOS DE INSTITUCIONES FINANCIERAS TERCEROS",,,,0.00,,,,,,,"X",,,,,,,,,"V",1/10/2019 00:00:00,"12:12","SIST",,,,,,,,,,,
