"00","41","ASIENTO DE CIERRE - FORMAS",26/11/2013 00:00:00,"03:57:"
"00","42","SUBDIARIO PARA COMPROBANTES DE BANCOS",26/11/2013 00:00:00,"03:57:"
"00","49","TIPO DE CTAS CTES BANCOS",26/11/2013 00:00:00,"03:57:"
"00","53","PARAMETROS PARA COMPROBANTES DE COMPRAS",26/11/2013 00:00:00,"03:57:"
"00","54","PARAMETROS PARA REGISTRO DE HONORARIOS",26/11/2013 00:00:00,"03:57:"
"00","55","PARAMETROS PARA REGULARIZACION DIF. CAMBIO",26/11/2013 00:00:00,"03:57:"
"00","56","PARAMETROS PARA COMPROBANTES DE VENTAS",26/11/2013 00:00:00,"03:57:"
"00","58","PARAMETRO PARA EL AJUSTE POR DIF. CAMBIO",26/11/2013 00:00:00,"03:57:"
"00","59","PARAMETROS DE COMPRAS CONTADO",26/11/2013 00:00:00,"03:57:"
"00","60","CONCEPTOS PARA CHEQUES AUTOMATICOS",26/11/2013 00:00:00,"03:57:"
"00","71","REPORTE DE INGRESOS Y GASTOS",26/11/2013 00:00:00,"03:57:"
"00","72","FORMATO DE REPORTES ESPECIALES",26/11/2013 00:00:00,"03:57:"
"00","90","DESCRIPCION DEL MES",26/11/2013 00:00:00,"03:57:"
"00","91","CLASIFICACION DE AREAS POR GRUPOS",26/11/2013 00:00:00,"03:57:"
"00","93","CONTROLES VARIOS",26/11/2013 00:00:00,"03:57:"
"00","94","PARAMETROS DE VENCIMIENTOS",26/11/2013 00:00:00,"03:57:"
"00","95","PARAMETROS PARA EL ASIENTO DE AJUSTE POR INFLACION",26/11/2013 00:00:00,"03:57:"
"00","D1","MONTO BASE DETRACCION",26/11/2013 00:00:00,"03:57:"
"00","I1","TIPO DE DOCUMENTOS (Archivos)",26/11/2013 00:00:00,"15:57"
"00","L1","ANEXO DE INTANGIBLES",19/10/2019 00:00:00,"10:13:"
"00","L2","LISTA DE INTANGIBLES",23/10/2019 00:00:00,"05:39:"
"00","M1","TIPO DE ACCIONES O PARTICIPACIONES",10/10/2019 00:00:00,"17:01:"
"00","N3","Parametros Compras No Domiciliados",23/10/2019 00:00:00,"05:39:"
"00","N4","TIPO DE BIEN O SERVICIO",23/10/2019 00:00:00,"05:39:"
"00","N5","TABLA DE MONEDAS - NO DOMICILIADOS",23/10/2019 00:00:00,"05:39:"
"00","N6","TIPOS DE RENTA - NO DOMICILIADOS",23/10/2019 00:00:00,"05:39:"
"00","N7","TASAS DE RENTA - NO DOMICILIADOS",23/10/2019 00:00:00,"05:40:"
"00","N8","MODALIDAD DEL SERVICIO PRESTADO - NO DOMICILIADOS",23/10/2019 00:00:00,"05:40:"
"00","N9","TIPO DE VINCULACION ECONOMICA - NO DOMICILIADOS",23/10/2019 00:00:00,"05:40:"
"00","NY","EXONERACIONES DE OPERACIONES - NO DOMICILIADOS",23/10/2019 00:00:00,"05:40:"
"00","P1","PARAMETROS DE PERCEPCION",26/11/2013 00:00:00,"03:57:"
"00","R1","SEXO",23/10/2019 00:00:00,"05:39:"
"00","R2","PAISES",23/10/2019 00:00:00,"05:40:"
"00","R3","ESSALUD",23/10/2019 00:00:00,"05:39:"
"00","R4","TIPO DE VIA",23/10/2019 00:00:00,"05:39:"
"00","R5","TIPO DE ZONA",23/10/2019 00:00:00,"05:39:"
"00","R6","UBIGEO",23/10/2019 00:00:00,"05:39:"
"00","R7","TIPO DE COMPROBANTE",23/10/2019 00:00:00,"05:39:"
"00","R8","TIPO DE DOCUMENTO",23/10/2019 00:00:00,"05:39:"
"00","R9","CONVENIOS PARA EVITAR LA DOBLE IMPOSICION",23/10/2019 00:00:00,"05:40:"
"00","S1","TIPO DE MEDIO DE PAGO",23/10/2019 00:00:00,"05:39:"
"00","S3","ENTIDAD FINANCIERA",23/10/2019 00:00:00,"05:39:"
"00","SB","CÀDIGO DE LA ADUANA",23/10/2019 00:00:00,"05:39:"
"00","TP","TIPO DE PLAN DE CUENTAS",23/10/2019 00:00:00,"05:39:"
"00","Y1","CATALOGO DE ESTADO FINANCIEROS",23/10/2019 00:00:00,"05:40:"
"00","Y2","ESTADO FINANCIEROS",10/10/2019 00:00:00,"17:01:"
"00","Z1","PARAMETROS MOVIMIENTOS POR AREA BIMONEDA",26/11/2013 00:00:00,"03:57:"
"02","00","ASIENTO DE INICIO (APERTURA)",26/11/2013 00:00:00,"03:57:"
"02","01","CAJA EFECTIVO",26/11/2013 00:00:00,"03:57:"
"02","03","PLANILLA DE COBRANZA",26/11/2013 00:00:00,"03:57:"
"02","05","REGISTRO VENTAS",26/11/2013 00:00:00,"03:57:"
"02","06","REGISTRO VENTAS - EXPORTACIONES",26/11/2013 00:00:00,"03:57:"
"02","07","REGISTRO VENTAS - INAFECTAS",26/11/2013 00:00:00,"03:57:"
"02","09","LETRAS POR COBRAR",26/11/2013 00:00:00,"03:57:"
"02","10","REGISTRO COMPRAS DETRACCIONES",26/11/2013 00:00:00,"03:57:"
"02","11","REGISTRO COMPRAS LOCALES - VTAS GRAVADAS",26/11/2013 00:00:00,"03:57:"
"02","12","REGISTRO COMPRAS IMPORTACIONES - VTAS GRAVADAS",26/11/2013 00:00:00,"03:57:"
"02","13","REGISTRO COMPRAS - VTAS GRAV. Y NO GRAVA.",26/11/2013 00:00:00,"03:57:"
"02","14","REGISTRO COMPRAS CON IGV. SIN DERECHO CREDITO",26/11/2013 00:00:00,"03:57:"
"02","15","REGISTRO DE HONORARIOS",26/11/2013 00:00:00,"03:57:"
"02","18","IGV NO DOMICILIADOS",26/11/2013 00:00:00,"03:57:"
"02","19","FACTURAS DEL EXTERIOR",26/11/2013 00:00:00,"03:57:"
"02","20","PROVISION IGV NO DOMICILIADOS",26/11/2013 00:00:00,"03:57:"
"02","21","BANCOS - INGRESOS",26/11/2013 00:00:00,"03:57:"
"02","22","BANCOS - EGRESOS VARIOS",26/11/2013 00:00:00,"03:57:"
"02","23","BANCOS - CHEQUES",26/11/2013 00:00:00,"03:57:"
"02","25","LETRAS POR PAGAR",26/11/2013 00:00:00,"03:57:"
"02","27","RENDICION DE CUENTA",26/11/2013 00:00:00,"03:57:"
"02","31","PROVISIONES VARIAS",26/11/2013 00:00:00,"03:57:"
"02","32","COSTO DE PRODUCCION",26/11/2013 00:00:00,"03:57:"
"02","33","COSTO DE VENTAS",26/11/2013 00:00:00,"03:57:"
"02","35","PLANILLA DE SUELDOS Y SALARIOS",26/11/2013 00:00:00,"03:57:"
"02","55","REGULARIZACION AUT. DIF CAMBIO",26/11/2013 00:00:00,"03:57:"
"02","56","AJUSTE AUT. POR DIF. CAMBIO",26/11/2013 00:00:00,"03:57:"
"02","59","AJUSTE POR INFLACION",26/11/2013 00:00:00,"03:57:"
"02","87","AJUSTE INFLACION BALANCE",26/11/2013 00:00:00,"03:57:"
"02","88","AJUSTE POR INFLACION GP-FUNCION",26/11/2013 00:00:00,"03:57:"
"02","89","AJUSTE POR INFLACION GP-NATURALEZA",26/11/2013 00:00:00,"03:57:"
"02","90","CARGA INICIAL DE CONCILIACION",26/11/2013 00:00:00,"03:57:"
"02","99","ASIENTO DE CIERRE",26/11/2013 00:00:00,"03:57:"
"03","MN","SOLES",26/11/2013 00:00:00,"03:57:"
"03","US","DOLAR USA",26/11/2013 00:00:00,"03:57:"
"03","UZ","MONEDAD",26/11/2013 00:00:00,"03:57:"
"04","10","PRODUCCION",26/11/2013 00:00:00,"03:57:"
"04","20","ADMINISTRACION",26/11/2013 00:00:00,"03:57:"
"04","30","VENTAS",26/11/2013 00:00:00,"03:57:"
"05","100","PRODUCCION",26/11/2013 00:00:00,"03:57:"
"05","200","ADMINISTRACION",26/11/2013 00:00:00,"03:57:"
"05","300","VENTAS",26/11/2013 00:00:00,"03:57:"
"06","BA","BOLETO AEREO                                              05",26/11/2013 00:00:00,"03:57:"
"06","BN","BOLETOS TRANS. NACIONAL DE PASAJ.                         16",11/10/2019 00:00:00,"15:48:"
"06","BT","BOLETOS SERV. TRANS. TERRESTRE DE PASAJ                   15",11/10/2019 00:00:00,"15:30:"
"06","BV","BOLETA DE VENTA                                           03",26/11/2013 00:00:00,"03:57:"
"06","CA","NOTA DE ABONO/CREDITO NO DOMICILIADO                      97",11/10/2019 00:00:00,"15:27:"
"06","CD","NOTA DE DEBITO NO DOMICILIADO                             98",11/10/2019 00:00:00,"15:27:"
"06","CE","NOTA DE ABONO/CREDITO ESPECIAL                            87",11/10/2019 00:00:00,"15:52:"
"06","CN","COMPROBANTE NO DOMICILIADO                                91",11/10/2019 00:00:00,"15:23:"
"06","CO","COMPROBANTE DE OPERACIONES                                48",11/10/2019 00:00:00,"15:24:"
"06","CP","CARTA PORTE AEREO/SERV.CARGA                              06",26/11/2013 00:00:00,"03:57:"
"06","DA","DOCUMENTO AUTORIZADO                                      30",11/10/2019 00:00:00,"15:25:"
"06","DB","DOCUMENTO DE ATRIBUCION                                   25",11/10/2019 00:00:00,"15:25:"
"06","DE","NOTA DE DEBITO ESPECIAL                                   88",11/10/2019 00:00:00,"15:52:"
"06","DR","DETRACCION",26/11/2013 00:00:00,"03:57:"
"06","FT","FACTURA                                                   01",26/11/2013 00:00:00,"03:57:"
"06","GS","GUIA REMISION                                             09",26/11/2013 00:00:00,"03:57:"
"06","LB","LIQUIDACION BANCOS/INST.FINAN/SEGUROS                     13",26/11/2013 00:00:00,"03:57:"
"06","LE","LETRA",26/11/2013 00:00:00,"03:57:"
"06","LQ","LIQUIDACION DE COMPRA                                     04",26/11/2013 00:00:00,"03:57:"
"06","NA","NOTA DEABONO/CREDITO                                      07",26/11/2013 00:00:00,"11:30:"
"06","NC","NOTA DE CREDITO                                           07",,"11:36:"
"06","ND","NOTA DE DEBITO                                            08",26/11/2013 00:00:00,"11:36:"
"06","OT","OTROS                                                     00",11/10/2019 00:00:00,"15:59:"
"06","PA","ANTICIPO",26/11/2013 00:00:00,"03:57:"
"06","PB","POLIZA BOLSA/AGENTES                                      11",26/11/2013 00:00:00,"03:57:"
"06","PG","PAGARE",26/11/2013 00:00:00,"03:57:"
"06","PL","PLANILLA",26/11/2013 00:00:00,"03:57:"
"06","PR","PRESTAMO",26/11/2013 00:00:00,"03:57:"
"06","RA","RECIBO ARRENDAMIENTO                                      10",26/11/2013 00:00:00,"03:57:"
"06","RC","RECIBO SERV.PUBLICOS                                      14",26/11/2013 00:00:00,"03:57:"
"06","RH","RECIBO DE HONORARIOS                                      02",26/11/2013 00:00:00,"03:57:"
"06","RL","RESUMEN DE LIQUI. ADUANAS                                 50",26/11/2013 00:00:00,"03:57:"
"06","TK","TIKECT                                                    12",26/11/2013 00:00:00,"03:57:"
"06","VR","VARIOS",26/11/2013 00:00:00,"03:57:"
"07",,"SIN ANEXO",26/11/2013 00:00:00,"03:57:"
"07","0","CTAS CTES BANCOS",26/11/2013 00:00:00,"03:57:"
"07","A","ACCIONISTAS",26/11/2013 00:00:00,"03:57:"
"07","B","ENTIDAD FINANCIERA",26/11/2013 00:00:00,"03:57:"
"07","C","CLIENTES",26/11/2013 00:00:00,"03:57:"
"07","F","FONDOS FIJOS",26/11/2013 00:00:00,"03:57:"
"07","H","HONORARIOS",26/11/2013 00:00:00,"03:57:"
"07","N","CONCEPTOS PATRIMONIALES",26/11/2013 00:00:00,"03:57:"
"07","P","PROVEEDORES",26/11/2013 00:00:00,"03:57:"
"07","T","TRABAJADORES",26/11/2013 00:00:00,"03:57:"
"07","V","VARIOS",26/11/2013 00:00:00,"03:57:"
"08","A","ACTIVO",26/11/2013 00:00:00,"03:57:"
"08","G","GANANCIAS Y PERDIDAS",26/11/2013 00:00:00,"03:57:"
"08","O","ORDEN",26/11/2013 00:00:00,"03:57:"
"08","P","PASIVO Y PATRIMONIO",26/11/2013 00:00:00,"03:57:"
"08","V","GESTION VARIAS",26/11/2013 00:00:00,"03:57:"
"08","X","TITULOS",26/11/2013 00:00:00,"03:57:"
"09","1","SALDO x CUENTA (SIN ANALISIS)",26/11/2013 00:00:00,"03:57:"
"09","2","SALDO x CUENTA y ANEXO",26/11/2013 00:00:00,"03:57:"
"09","3","SALDO x CUENTA, ANEXO y DOCUMENTO",26/11/2013 00:00:00,"03:57:"
"10","1000","ACTIVOS",26/11/2013 00:00:00,"03:57:"
"10","1100","ACTIVOS CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","1101","Efectivo y Equivalentes de Efectivo                     2101",26/11/2013 00:00:00,"03:57:"
"10","1102","Inversiones Financieras",26/11/2013 00:00:00,"03:57:"
"10","1103","Cuentas por Cobrar Comerciales",26/11/2013 00:00:00,"03:57:"
"10","1104","Otras Cuentas por Cobrar a Partes Relacionadas",26/11/2013 00:00:00,"03:57:"
"10","1105","Otras Cuentas por Cobrar",26/11/2013 00:00:00,"03:57:"
"10","1106","Existencias",26/11/2013 00:00:00,"03:57:"
"10","1107","Activos Biologicos",26/11/2013 00:00:00,"03:57:"
"10","1108","Archivos no Corrientes Mantenidos para la Venta",26/11/2013 00:00:00,"03:57:"
"10","1109","Gastos Contratados por Anticipado",26/11/2013 00:00:00,"03:57:"
"10","1110","Otros Activos",26/11/2013 00:00:00,"03:57:"
"10","1199","       TOTAL ACTIVOS CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","1300","ACTIVOS NO CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","1301","Inversiones Financieras",26/11/2013 00:00:00,"03:57:"
"10","1302","Cuentas por Cobrar Comerciales",26/11/2013 00:00:00,"03:57:"
"10","1303","Otras Cuentas por Cobrar a Partes Relacionadas",26/11/2013 00:00:00,"03:57:"
"10","1304","Otras Cuentas por Cobrar",26/11/2013 00:00:00,"03:57:"
"10","1305","Existencias",26/11/2013 00:00:00,"03:57:"
"10","1306","Activos Biolægicos",26/11/2013 00:00:00,"03:57:"
"10","1307","Inversiones Inmobiliaras",26/11/2013 00:00:00,"03:57:"
"10","1308","Inmuebles, Maquinaria y Equipo",26/11/2013 00:00:00,"03:57:"
"10","1309","Activos Intangibles",26/11/2013 00:00:00,"03:57:"
"10","1310","Activos por Impuestos a la Renta Y Participaciones Diferidos",26/11/2013 00:00:00,"03:57:"
"10","1311","Cr⁄dito Mercantil",26/11/2013 00:00:00,"03:57:"
"10","1312","Otros Activos",26/11/2013 00:00:00,"03:57:"
"10","1399","      TOTAL ACTIVOS NO CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","1999","     TOTAL ACTIVOS",26/11/2013 00:00:00,"03:57:"
"10","2000","PASIVOS Y PATRIMONIO",26/11/2013 00:00:00,"03:57:"
"10","2100","PASIVOS CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","2101","Sobregiros Bancarios",26/11/2013 00:00:00,"03:57:"
"10","2102","Obligaciones Financieras",26/11/2013 00:00:00,"03:57:"
"10","2103","Cuentas por Pagar Comerciales",26/11/2013 00:00:00,"03:57:"
"10","2104","Otras Cuentas por Pagar a Partes Relacionadas",26/11/2013 00:00:00,"03:57:"
"10","2105","Impuesto a la Renta y Participaciones Corrientes",26/11/2013 00:00:00,"03:57:"
"10","2106","Otras Cuentas por Pagar",26/11/2013 00:00:00,"03:57:"
"10","2107","Provisiones",26/11/2013 00:00:00,"03:57:"
"10","2108","Pasivos Mantenidos para la Venta",26/11/2013 00:00:00,"03:57:"
"10","2199","     TOTAL PASIVOS CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","2200","PASIVOS NO CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","2201","Obligaciones Financieras",26/11/2013 00:00:00,"03:57:"
"10","2202","Cuentas por Pagar Comerciales",26/11/2013 00:00:00,"03:57:"
"10","2203","Otras Cuentas por Pagar a Partes Relacionadas",26/11/2013 00:00:00,"03:57:"
"10","2204","Pasivos por Impuesto a la Renta y Participaciones Diferidos",26/11/2013 00:00:00,"03:57:"
"10","2205","Otras Cuentas por Pagar",26/11/2013 00:00:00,"03:57:"
"10","2206","Provisiones",26/11/2013 00:00:00,"03:57:"
"10","2207","Ingresos Diferidos",26/11/2013 00:00:00,"03:57:"
"10","2299","     TOTAL PASIVOS NO CORRIENTES",26/11/2013 00:00:00,"03:57:"
"10","3000","PATRIMONIO NETO",26/11/2013 00:00:00,"03:57:"
"10","3101","Capital",26/11/2013 00:00:00,"03:57:"
"10","3102","Acciones de Inversiæn",26/11/2013 00:00:00,"03:57:"
"10","3103","Capital Adicional",26/11/2013 00:00:00,"03:57:"
"10","3104","Resultados no Realizables",26/11/2013 00:00:00,"03:57:"
"10","3105","Reservas Legales",26/11/2013 00:00:00,"03:57:"
"10","3106","Otras Reservas",26/11/2013 00:00:00,"03:57:"
"10","3107","Resultados Acumulados",26/11/2013 00:00:00,"03:57:"
"10","3108","Diferencias de Conversiæn",26/11/2013 00:00:00,"03:57:"
"10","3110","RESULTADO DEL EJERCICIO",26/11/2013 00:00:00,"03:57:"
"10","3199","Total Patrimonio Neto Atribuible a la Matriz",26/11/2013 00:00:00,"03:57:"
"10","3201","Ingresos Minoritarios",26/11/2013 00:00:00,"03:57:"
"10","3899","     TOTAL PATRIMONIO NETO",26/11/2013 00:00:00,"03:57:"
"10","3999","    TOTAL PASIVOS Y PATRIMONIO NETO",26/11/2013 00:00:00,"03:57:"
"11","1100","INGRESOS OPERACIONALES:",26/11/2013 00:00:00,"03:57:"
"11","1101","Ventas Netas (Ingresos Operacionales)  -",26/11/2013 00:00:00,"03:57:"
"11","1103","Otros Ingresos Operacionales           -",26/11/2013 00:00:00,"03:57:"
"11","1199","    Total Ingresos Brutos              -",26/11/2013 00:00:00,"03:57:"
"11","1200","COSTO DE VENTAS:",26/11/2013 00:00:00,"03:57:"
"11","1203","Costo de Ventas (Operacionales)        -",26/11/2013 00:00:00,"03:57:"
"11","1204","Otros Costos Operacionales             -",26/11/2013 00:00:00,"03:57:"
"11","1299","    Total Costos Operacionales         -",26/11/2013 00:00:00,"03:57:"
"11","1301","    UTILIDAD BRUTA                     -",26/11/2013 00:00:00,"03:57:"
"11","1301F","1199,1299",26/11/2013 00:00:00,"03:57:"
"11","1409","Gastos de Ventas                       -",26/11/2013 00:00:00,"03:57:"
"11","1411","Gastos de Administraciæn               -",26/11/2013 00:00:00,"03:57:"
"11","1412","Ganancia (P⁄rdida) por Venta de Activos-",26/11/2013 00:00:00,"03:57:"
"11","1413","Otros Ingresos                         -",26/11/2013 00:00:00,"03:57:"
"11","1414","Otros Gastos                           -",26/11/2013 00:00:00,"03:57:"
"11","1501","    UTILIDAD OPERATIVA                 -",26/11/2013 00:00:00,"03:57:"
"11","1501F","1301,1409,1411,1412,1413,1414",26/11/2013 00:00:00,"03:57:"
"11","1621","Ingresos Financieros                   -",26/11/2013 00:00:00,"03:57:"
"11","1622","Gastos Financieros                     -",26/11/2013 00:00:00,"03:57:"
"11","1623","Participaciæn en los Resultados        -",26/11/2013 00:00:00,"03:57:"
"11","1628","Ganancia (P⁄rdida) por Inst.Financieros-",26/11/2013 00:00:00,"03:57:"
"11","1631","    RESULTADO ANTES DE IMPTO RENTA     -",26/11/2013 00:00:00,"03:57:"
"11","1631F","1501,1621,1622,1623,1628",26/11/2013 00:00:00,"03:57:"
"11","1651","Participaciæn de los Trabajadores      -",26/11/2013 00:00:00,"03:57:"
"11","1652","Impuesto a la Renta",26/11/2013 00:00:00,"03:57:"
"11","1661","UTILIDAD (PERDIDA) NETA DE ACT. CONT.  -",26/11/2013 00:00:00,"03:57:"
"11","1661F","1631,1651,1652",26/11/2013 00:00:00,"03:57:"
"11","1671","Ingreso (Gasto) Neto de Oper. Discont. -",26/11/2013 00:00:00,"03:57:"
"11","1999","    UTILIDAD (PERDIDA) DEL EJERCICIO   -",26/11/2013 00:00:00,"03:57:"
"11","1999F","1661,1671",26/11/2013 00:00:00,"03:57:"
"12","0005","INGRESOS                               -",26/11/2013 00:00:00,"03:57:"
"12","0010","MATERIAS PRIMAS                        -",26/11/2013 00:00:00,"03:57:"
"12","0020","SUMINISTROS DIVERSOS                   -",26/11/2013 00:00:00,"03:57:"
"12","0030","ENVASES Y EMBALAJES                    -",26/11/2013 00:00:00,"03:57:"
"12","0050","GASTOS DE PERSONAL                     -",26/11/2013 00:00:00,"03:57:"
"12","0100","TRANSPORTE Y ALMACENAMIENTO            -",26/11/2013 00:00:00,"03:57:"
"12","0110","TELEFONO                               -",26/11/2013 00:00:00,"03:57:"
"12","0111","INTERNET                               -",26/11/2013 00:00:00,"03:57:"
"12","0113","HONORARIOS PROFESIONALES               -",26/11/2013 00:00:00,"03:57:"
"12","0120","MANTENIMIENTO Y REPARACION             -",26/11/2013 00:00:00,"03:57:"
"12","0130","ALQUILERES                             -",26/11/2013 00:00:00,"03:57:"
"12","0140","ELECTRICIDAD                           -",26/11/2013 00:00:00,"03:57:"
"12","0150","AGUA                                   -",26/11/2013 00:00:00,"03:57:"
"12","0160","OTROS SERVICIOS                        -",26/11/2013 00:00:00,"03:57:"
"12","0170","SEGUROS                                -",26/11/2013 00:00:00,"03:57:"
"12","0190","OTROS GASTOS                           -",26/11/2013 00:00:00,"03:57:"
"12","0200","DEPRECIACION                           -",26/11/2013 00:00:00,"03:57:"
"12","0210","PROVISIONES                            -",26/11/2013 00:00:00,"03:57:"
"12","0500","TRIBUTOS                               -",26/11/2013 00:00:00,"03:57:"
"13","1001","Ventas netas de Mercaderias            -",26/11/2013 00:00:00,"03:57:"
"13","1003","    Compras de Mercaderias             -",26/11/2013 00:00:00,"03:57:"
"13","1005","    VariaciÛn de Mercaderias           -",26/11/2013 00:00:00,"03:57:"
"13","1099","    MARGEN COMERCIAL                   -",26/11/2013 00:00:00,"03:57:"
"13","1101","Ventas netas de Productos              -",26/11/2013 00:00:00,"03:57:"
"13","1103","ProducciÛn almacenada                  -",26/11/2013 00:00:00,"03:57:"
"13","1104","ProducciÛn Inmovilizada                -",26/11/2013 00:00:00,"03:57:"
"13","1150","    PRODUCCION DEL EJERCICIO           -",26/11/2013 00:00:00,"03:57:"
"13","1150F","1101,1103,1104",26/11/2013 00:00:00,"03:57:"
"13","1170","                                       -",26/11/2013 00:00:00,"03:57:"
"13","1170F","1099,1150                              -",26/11/2013 00:00:00,"03:57:"
"13","1200","Consumo :                              -",26/11/2013 00:00:00,"03:57:"
"13","1201","    Compra materias primas y aux.      -",26/11/2013 00:00:00,"03:57:"
"13","1202","    Compra suministros diversos        -",26/11/2013 00:00:00,"03:57:"
"13","1203","    VariaciÛn de materias primas y aux.-",26/11/2013 00:00:00,"03:57:"
"13","1204","    Variacion existencias sum.diversos -",26/11/2013 00:00:00,"03:57:"
"13","1250","                                       -",26/11/2013 00:00:00,"03:57:"
"13","1250F","1201,1202,1203,1204                    -",26/11/2013 00:00:00,"03:57:"
"13","1270","    VALOR AGREGADO                     -",26/11/2013 00:00:00,"03:57:"
"13","1270F","1170,1250                              -",26/11/2013 00:00:00,"03:57:"
"13","1401","   - Servicios prestados por terceros  -",26/11/2013 00:00:00,"03:57:"
"13","1401L",,26/11/2013 00:00:00,"03:57:"
"13","1501","     VALOR AGREGADO                    -",26/11/2013 00:00:00,"03:57:"
"13","1501F","1270,1401                              -",26/11/2013 00:00:00,"03:57:"
"13","1601","Cargas de personal                     -",26/11/2013 00:00:00,"03:57:"
"13","1603","Tributos                               -",26/11/2013 00:00:00,"03:57:"
"13","1603L",,26/11/2013 00:00:00,"03:57:"
"13","1701","     EXCEDENTE BRUTO DE EXPLOTACION    -",26/11/2013 00:00:00,"03:57:"
"13","1701F","1501,1601,1603                         -",26/11/2013 00:00:00,"03:57:"
"13","1801","   - Cargas diversas de gestiÛn        -",26/11/2013 00:00:00,"03:57:"
"13","1802","   - Provisiones del ejercicio         -",26/11/2013 00:00:00,"03:57:"
"13","1803","   - Ingresos diversos (inc. desc.)    -",26/11/2013 00:00:00,"03:57:"
"13","1901","     RESULTADO DE EXPLOTACION          -",26/11/2013 00:00:00,"03:57:"
"13","1901F","1701,1801,1802,1803                    -",26/11/2013 00:00:00,"03:57:"
"13","1903L",,26/11/2013 00:00:00,"03:57:"
"13","2001","   + Ingresos financieros              -",26/11/2013 00:00:00,"03:57:"
"13","2002","   + Ingresos excepcionales            -",26/11/2013 00:00:00,"03:57:"
"13","2003","   - Cargas excepcionales              -",26/11/2013 00:00:00,"03:57:"
"13","2004","   - Cargas financieras                -",26/11/2013 00:00:00,"03:57:"
"13","2004L",,26/11/2013 00:00:00,"03:57:"
"13","2101","     RESULTADO ANTES DE PAR. E IMP.    -",26/11/2013 00:00:00,"03:57:"
"13","2101F","1901,2001,2002,2003,2004               -",26/11/2013 00:00:00,"03:57:"
"13","2103","   - Rei del ejercicio                 -",26/11/2013 00:00:00,"03:57:"
"13","2201","   - Impuesto a la renta               -",26/11/2013 00:00:00,"03:57:"
"13","2201RL",,26/11/2013 00:00:00,"03:57:"
"13","5501","     RESULTADO DEL EJERCICIO           -",26/11/2013 00:00:00,"03:57:"
"13","5501F","2101,2103,2201                         -",26/11/2013 00:00:00,"03:57:"
"15","CH","CHEQUE                                                     H",26/11/2013 00:00:00,"03:57:"
"15","EN","ENTREGA (DEPOSITO)                                         D",26/11/2013 00:00:00,"03:57:"
"15","NA","NOTA DE ABONO                                              D",26/11/2013 00:00:00,"03:57:"
